"牡蛎/贝类提取物","881"
"浴巾架/毛巾架","882"
"清洁机","897"
"玻璃胶","898"
"面包机","899"
"一体化摄像机","902"
"足浴盆","963"
"DVD/电视盒子","965"
"烧烤调料","967"
"其它护理电器","969"
"网络存储","983"
"线缆","1049"
"晾衣杆","1050"
"插座","1052"
"4G/3G上网","1098"
"运动羽绒服","1105"
"哺乳吊带","1199"
"酵素","1203"
"寿司料理","1276"
"五金家装","1277"
"登山包/双肩背包","1278"
"洁面皂/洁面产品","1279"
"除湿机","1283"
"衣领净","1289"
"其它健康电器","1290"
"婴儿健身器","1291"
"炒菜机/烹饪锅","1292"
"灯具","1295"
"汽车空调","1300"
"消毒柜","1301"
"当归","1315"
"风衣","1316"
"虾系列","1318"
"其它冲饮品","1319"
"支架","1320"
"红包/利是封","1342"
"便携购物车","1343"
"固态硬盘","1345"
"毛衣","1346"
"门镜/猫眼","1348"
"马甲","1349"
"饭盒袋","1354"
"照明模块","1355"
"甜品/冰淇淋/冷饮","1356"
"袖套","1364"
"围巾/手套/帽子套装","1376"
"凉茶","1381"
"笋类制品","1383"
"孕产妇牙膏","1384"
"皮草","1385"
"鞋套","1386"
"充气打火机","1387"
"香水SPA","1388"
"奶精炼乳","1389"
"身体彩绘","1390"
"乳液面霜","1391"
"其它运动用品","1392"
"专车专用座套","1393"
"实木沙发","1395"
"矿泉水/纯净水","1396"
"新车定金","1401"
"香皂","1402"
"装饰台灯","1404"
"孕产妇叶酸","1405"
"牙刷/牙线","1406"
"漱口水","1407"
"蜂蜜果味茶","1408"
"私密护理","1410"
"瓷砖胶","1416"
"居家鞋","1417"
"扫把","1420"
"眼影","1422"
"发光玩具","1423"
"睫毛膏","1424"
"防辐射肚兜/护胎宝","1425"
"美甲","1428"
"床垫","1429"
"男士香水","1431"
"香薰精油","1433"
"倒车镜/后视镜","1440"
"发饰","1442"
"其他电视配件","1443"
"补胎工具","1444"
"工艺礼品","1445"
"学生文具","1449"
"救生衣","1462"
"篮球鞋","1463"
"3D眼镜","1466"
"背包","1472"
"洗衣液","1473"
"登山攀岩","1475"
"绞肉/碎肉机","1476"
"车用清洗/除蜡/除胶剂","1477"
"便携桌椅床","1478"
"户外工具","1479"
"户外休闲裤","1480"
"健身车/动感单车","1483"
"卫生巾","1484"
"童鞋/青少年鞋","1487"
"锡纸/油纸","1502"
"验孕测孕","1503"
"人体润滑","1504"
"男用器具","1505"
"养生器械","1508"
"康复辅助","1510"
"跌打损伤","1514"
"眼部保健","1518"
"风衣","1523"
"婴儿礼盒","1524"
"遮瑕","1525"
"椰子片","1526"
"手套","1527"
"毛巾杆/毛巾挂","1528"
"其它车用清洗工具/用品","1533"
"果泥/果汁","1534"
"益生菌/初乳","1537"
"保温包","1546"
"桑椹干","1548"
"女式情趣内裤","1550"
"其它光源","1551"
"儿童餐具","1552"
"盘","1553"
"榻榻米垫","1555"
"登山杖/手杖","1556"
"牙膏","1557"
"奶瓶清洗","1558"
"运动T恤","1559"
"洗衣皂","1560"
"座便器","1562"
"花洒配件","1563"
"足浴盐","1564"
"餐椅摇椅","1565"
"动漫电子/道具/其他","1566"
"景观庭院灯饰","1567"
"学步车","1568"
"丰胸乳霜","1569"
"装饰架/装饰搁板","1581"
"运动茄克/外套","1583"
"防滑垫/防护垫","1584"
"汽车儿童安全座椅","1585"
"新疆","1589"
"休闲零食","1590"
"白果/银杏果","1591"
"项坠/吊坠","1592"
"拖鞋","1593"
"糖果/巧克力","1594"
"手镯","1595"
"车用灭火器","1601"
"破壁灵芝孢子粉","1602"
"照明电筒","1620"
"音乐盒","1621"
"五金工具箱","1623"
"单方精油","1624"
"香菇类","1625"
"汽车钥匙","1626"
"杯子套装/情侣对杯","1627"
"枕芯","1628"
"网球鞋","1629"
"柠檬杯","1630"
"电源插座","1632"
"抱枕靠垫","1633"
"耳钉","1634"
"台灯","1648"
"落地灯","1653"
"应急灯/手电","1654"
"基底精油","1655"
"包装即食肠类","1656"
"智能坐便盖板","1657"
"缝纫/针织用品","1658"
"洗晒/熨烫","1660"
"育儿背巾","1661"
"腊/腌肉","1662"
"彩漂","1663"
"灵芝片","1667"
"驱虫用品","1669"
"皮具护理","1670"
"火锅调料","1671"
"车用钥匙包","1672"
"乒乓球","1694"
"羽毛球","1695"
"足球","1697"
"篮球","1698"
"清火/开胃/奶伴","1700"
"台球","1701"
"自行车锁","1706"
"面粉/食用粉","1713"
"活性炭","2562"
"车用水杯架/手机座","2575"
"尿布带","2576"
"马夹","2577"
"蒲团","2584"
"登山包","2587"
"医疗器械","2588"
"桑叶","2589"
"保暖套装","2599"
"保险柜","2601"
"塑身分体套装","2603"
"进水软管","2615"
"贝系列","2628"
"户外配饰","2629"
"户外仪表","2631"
"食品礼券","2641"
"月饼","2642"
"北京","2644"
"山西","2647"
"内蒙古","2648"
"湖南","2656"
"户外椅子凳子","2675"
"门吸","2676"
"凉席","2677"
"低音炮","2678"
"钓箱","2679"
"家庭护理","2687"
"电热毯","2688"
"加应子/李子","2694"
"板鞋/休闲鞋","3258"
"水果茶/果味茶","3259"
"青春文学","3260"
"电动车防尘罩","3261"
"牛蒡","3262"
"玉米","3263"
"果汁/饮品","3264"
"金融与投资","3265"
"甲醛检测仪","3266"
"粘合剂/胶水","3267"
"健身与保健","3269"
"棉棒/棉签","3270"
"旅游/地图","3271"
"动漫","3272"
"滑雪护具","3273"
"哲学/宗教","3274"
"国学/古籍","3275"
"政治/军事","3276"
"法律","3277"
"婴儿床品套件","3279"
"其他收纳包","3280"
"社会科学","3281"
"工业技术","3282"
"建筑","3284"
"商用冰淇淋/甜筒/雪糕机","3285"
"科学与自然","3286"
"计算机与互联网","3287"
"体育/运动","3288"
"防蚊贴/防蚊手环","3289"
"其它灯具灯饰","3290"
"外语学习","3291"
"字典词典/工具书","3294"
"套装书","3296"
"壁灯","3297"
"中国古典小说","3299"
"四大名著","3300"
"穿越/重生/架空","3302"
"沐浴棉/浴擦","3303"
"儿童T恤","3304"
"惊悚/恐怖","3305"
"魔幻/奇幻/玄幻","3306"
"军事","3308"
"情感/家庭/婚姻","3309"
"社会","3311"
"都市","3312"
"官场","3316"
"历史","3317"
"影视小说","3318"
"世界名著","3320"
"热胶枪","3325"
"迷你风扇","3327"
"名家作品","3328"
"纪实文学","3330"
"鱼腥草","3333"
"湿巾","3334"
"中国文学","3336"
"外国文学","3337"
"校园","3338"
"爱情/情感","3339"
"娱乐/偶像","3342"
"玄幻/科幻/新武侠","3344"
"大陆原创","3345"
"历史人物","3350"
"经典传记","3351"
"领袖首脑","3353"
"政治人物","3355"
"财经人物","3356"
"女性人物","3358"
"体坛之星","3359"
"文娱明星","3360"
"艺术家","3363"
"文学家","3364"
"艺术理论与评论","3371"
"艺术史","3372"
"鉴赏收藏","3374"
"篆刻","3376"
"动画","3378"
"工艺美术","3386"
"民间艺术","3387"
"动漫/卡通","3391"
"少儿国学","3392"
"儿童教育","3393"
"其它粮食","3394"
"家居服上装","3395"
"T恤","3396"
"苹果干","3398"
"水果罐头","3399"
"泡澡花瓣","3400"
"少儿英语","3401"
"7-10岁","3404"
"世界经济","3407"
"磨牙棒/饼干","3408"
"会计、审计","3409"
"经济计划与管理","3412"
"经济学理论","3414"
"西柚","3416"
"通俗读物","3419"
"工业经济","3421"
"国际金融","3426"
"投资","3428"
"股票","3430"
"个人理财","3432"
"金融理论","3435"
"人力资源管理","3439"
"创业/商业史传","3440"
"动漫手表/项链/饰品","3441"
"监控","3444"
"电子商务","3447"
"管理学","3449"
"领导学","3454"
"经典著作","3456"
"个人形象","3457"
"人在职场","3458"
"人际与社交","3459"
"创业必修","3460"
"氨基酸","3461"
"大师谈励志","3462"
"女性励志","3463"
"名人励志","3465"
"心灵鸡汤","3466"
"定时器/计时器/提醒器","3467"
"智慧格言","3469"
"裤子","3470"
"自我完善","3471"
"自我调节","3472"
"青少年励志/大学生指南","3474"
"情商管理","3476"
"性格/习惯","3477"
"上班族保健","3492"
"两性健康","3493"
"养生","3495"
"家庭保健","3498"
"常见病预防与治疗","3499"
"急救常识","3501"
"瑜伽/美体","3502"
"婴幼儿保健","3503"
"运动健身","3504"
"保健食谱","3505"
"中医保健","3506"
"育儿百科","3509"
"婴幼儿饮食","3511"
"电饭煲","3512"
"国外游","3520"
"户外探险","3522"
"旅游地图","3523"
"旅游随笔","3529"
"自助游","3531"
"大陆动漫","3533"
"港台动漫","3534"
"日本动漫","3535"
"欧美动漫","3536"
"爆笑漫画","3541"
"史学理论","3542"
"世界史","3544"
"男士沐浴露","3545"
"史家名著","3547"
"文物考古","3549"
"历史研究与评论","3554"
"通俗说史","3556"
"哲学经典著作","3557"
"中国哲学","3558"
"西方哲学","3560"
"思维科学","3570"
"逻辑学","3572"
"伦理学","3573"
"国学普及读物","3581"
"世界政治","3583"
"外交、国际关系","3589"
"经典军事著作","3595"
"中国军事","3596"
"军事史","3605"
"法律普及读物","3621"
"婴儿剪刀/指甲钳","3646"
"其他鞋配件","3647"
"社会心理学","3648"
"人格心理学","3649"
"变态/病态心理学","3652"
"旅游年票/一卡通/年卡","3653"
"心理健康","3654"
"儿童/青少年心理学","3655"
"心理学理论","3656"
"心理学研究方法","3657"
"一体智能坐便器","3658"
"心灵疗愈/催眠","3659"
"地域文化","3668"
"传统文化","3669"
"世界各国文化","3673"
"人口学","3675"
"人类学","3677"
"社会生活与社会问题","3680"
"社会调查","3681"
"社会学","3683"
"社会科学丛书、文集、连续出版物","3684"
"社会科学理论","3687"
"园林景观","3728"
"室内设计、装饰装修","3732"
"商用爆米花机","3755"
"药学","3771"
"自然科学总论","3777"
"数学","3781"
"物理学","3783"
"天文学","3786"
"生物科学","3793"
"数据库","3799"
"操作系统","3800"
"人工智能","3804"
"图形图像/多媒体","3805"
"辅助设计与工程计算","3807"
"办公软件","3814"
"新手学电脑","3818"
"大数据与云计算","3819"
"IT人文/互联网","3820"
"体育理论与教学","3821"
"球类运动","3827"
"滑雪裤","3836"
"纽扣电池","3837"
"中小学工具书","3838"
"中继器","3839"
"初中通用","3841"
"高中通用","3842"
"会计类考试","3876"
"其他资格/职称考试","3877"
"儿童英语","3880"
"日语","3887"
"生活实用英语","3888"
"英语读物","3893"
"词典与工具书","3895"
"韩语","3897"
"英语专项训练","3899"
"汉语字典","3923"
"万年历","3935"
"汉语词典","3937"
"百科全书","3940"
"短外套","3977"
"铁","3982"
"滑雪镜","3986"
"双胞胎推车","3997"
"休闲运动包","3998"
"其它","4002"
"其它分类","4003"
"马桶清洁剂/洁厕剂","4051"
"沐浴露","4052"
"手工皂/精油皂","4053"
"内地流行","4055"
"华语流行","4056"
"古典","4060"
"HIFI发烧碟","4067"
"汽车音乐","4077"
"电影","4085"
"生活百科","4089"
"卡通/动画","4091"
"包袋","4103"
"男歌手","4124"
"组合/乐队","4126"
"女歌手","4129"
"合集","4131"
"交响乐","4160"
"流行","4229"
"HiFi试音","4236"
"汽车音乐","4294"
"动作/冒险","4313"
"战争/谍战","4316"
"科幻/魔幻","4319"
"电影套装、合集","4341"
"卡通电影","4430"
"卡通电视","4431"
"音乐启蒙","4541"
"婴幼儿教育","4543"
"学前教育","4544"
"语言识字","4546"
"幼儿/少儿英语","4548"
"低帮鞋","4550"
"香薰炉","4693"
"鲜花绿植","4698"
"假发","4699"
"扭扭车","4702"
"杂志/期刊","4758"
"笑话/幽默","4760"
"皮布沙发","4761"
"美术/书法","4762"
"入园准备及教材","4763"
"书皮","4765"
"小学一年级","4766"
"小学二年级","4767"
"小学三年级","4768"
"小学四年级","4769"
"小学五年级","4770"
"小学升初中","4772"
"初二/八年级","4774"
"中考","4776"
"高考","4780"
"母婴育儿","4804"
"男士","4805"
"时尚/美妆","4811"
"文学文摘","4815"
"游戏点卡","4835"
"秋衣裤套装","4837"
"刻录碟片/附件","4838"
"装订/封装机","4839"
"文件管理","4840"
"进口原版","4855"
"Children's Books（儿童图书）","4859"
"Literature & Fiction（文学与虚构类）","4870"
"软件","4902"
"桌面游戏","4916"
"图形图像","4928"
"粽子","4935"
"本地生活/旅游出行","4938"
"机票预定","4939"
"窗帘/窗纱","4952"
"五金电器","4956"
"家装建材","4957"
"五金工具","4963"
"摄影棚","4997"
"冰箱除味剂","4998"
"防辐射服","4999"
"浴室柜组合","5000"
"产后塑身","5001"
"妈咪包/背婴带","5002"
"装机配件","5009"
"玛咖干","5010"
"电脑软件","5011"
"单电/微单相机","5012"
"工程解决方案","5019"
"公路自行车","5022"
"木瓜提取物","5023"
"学步鞋/婴儿步前鞋","5024"
"茯苓","5025"
"银耳/白木耳","5026"
"乐器","5146"
"精华露","5147"
"脱毛膏","5150"
"武术搏击","5153"
"卡包","5160"
"无花果干","5164"
"车用衣服架","5257"
"自慰杯","5259"
"防晒/隔离","5260"
"男士手包","5262"
"车载手机座","5265"
"塑身连体衣","5266"
"其它动物提取物","5270"
"密封罐","6144"
"百洁布","6145"
"陈皮","6146"
"牙胶","6147"
"黄金手镯/手链/脚链","6148"
"黄金戒指","6149"
"菠萝/凤梨干","6151"
"暖宝","6152"
"防潮垫/抽屉垫","6155"
"维生素C","6156"
"银手镯/手链/脚链","6157"
"洁面","6158"
"家居服连体衣","6160"
"裸钻","6161"
"杯子","6162"
"身体磨砂","6163"
"钻石耳饰","6164"
"果味饮料","6167"
"毛呢外套","6168"
"电链锯","6169"
"水晶玛瑙","6172"
"彩宝","6174"
"手镯/手链/脚链","6180"
"女用穿戴","6182"
"戒指","6183"
"摆件/挂件","6187"
"淡水鱼类","6188"
"手链/脚链","6189"
"情趣跳蛋","6191"
"婚庆饰品","6194"
"饰品配件","6195"
"其它","6196"
"奶瓶刷/奶嘴刷","6197"
"单控开关","6198"
"其它品牌打火机","6199"
"安全锤","6200"
"颈饰","6202"
"汤锅","6203"
"奶锅","6204"
"高帮鞋","6205"
"煲类","6206"
"水壶","6207"
"空气开关","6211"
"砧板","6212"
"清洁棉","6214"
"保鲜盒","6215"
"烘焙/烧烤","6216"
"饭盒/提锅","6218"
"纱布尿布","6219"
"塑料杯","6220"
"车用香薰/香膏","6221"
"陶瓷/马克杯","6222"
"鼻帖","6223"
"黑木耳","6224"
"酒杯/酒具","6225"
"地布/地席","6227"
"瘦身紧致","6228"
"其他垫子","6230"
"筷勺/刀叉","6231"
"一次性用品","6232"
"滑雪板","6233"
"化妆刷","6234"
"台上盆","6235"
"身体磨砂膏/去角质膏","6236"
"娃娃玩具","6237"
"6-12个月","6240"
"足部磨砂","6241"
"3-6岁","6242"
"6-14岁","6243"
"14岁以上","6244"
"遥控车","6245"
"遥控飞机","6246"
"暖风机","6248"
"轨道/助力","6249"
"模型玩具","6253"
"发膜/护发产品","6254"
"靠垫/抱枕","6255"
"芭比娃娃","6257"
"扇贝","6260"
"仿真模型","6261"
"拼插模型","6262"
"动漫玩具","6264"
"炫舞毯","6265"
"爬行垫/毯","6266"
"方便速食","6268"
"戏水玩具","6269"
"卫生间用刷","6271"
"电影周边","6272"
"卡通周边","6273"
"皮划艇充气艇","6275"
"摇铃/床铃","6276"
"体检/医疗保健卡","6277"
"自行车头巾","6279"
"阴蒂刺激","6280"
"手工彩泥","6281"
"面条","6283"
"磁力棒","6284"
"潜水服","6286"
"情景玩具","6287"
"创意减压","6289"
"四驱车零配件/工具","6291"
"减压玩具","6292"
"创意玩具","6293"
"钢琴","6294"
"旅游","6296"
"吉他/尤克里里","6299"
"民族管弦乐器","6300"
"西洋管弦","6301"
"脸盆","6302"
"打击乐器","6303"
"速干背心","6313"
"床褥","6314"
"婴儿鞋帽袜","6315"
"其它个人护理","6316"
"羽绒裤","6317"
"运动拖鞋","6569"
"戏剧曲艺","6570"
"登山鞋/徒步鞋/越野跑鞋","6572"
"婴幼儿保健护理","6578"
"航空、航天","6587"
"国家公务员","6594"
"考研政治","6601"
"考研英语","6602"
"内墙乳胶漆","6603"
"考研专业课","6605"
"MBA/MPA/MPACC","6607"
"证券从业资格考试","6613"
"医学类考试","6616"
"建筑类考试","6617"
"英语口语","6621"
"英语词汇","6622"
"英语四/六级考试（CET-4/6）","6624"
"托业TOEIC","6628"
"套装书","6638"
"艺术/摄影/设计","6643"
"衬衫","6728"
"西服套装","6740"
"拖鞋","6742"
"圣女果干","6743"
"按摩枕/颈腰靠垫/坐垫","6745"
"盘香/灭蟑香/蚊香盘","6747"
"松子","6749"
"防冻液","6756"
"玻璃水","6757"
"浴巾","6766"
"火花塞","6767"
"车灯","6768"
"维修配件","6769"
"贴膜","6770"
"香水","6785"
"安全座椅","6792"
"汽修工具","6795"
"应急救援","6796"
"车衣","6798"
"储物箱","6801"
"保温箱","6804"
"运动水壶","6850"
"氛围照明","6861"
"地垫","6906"
"(文胸-内裤)套装","6907"
"吊带/背心/T恤","6909"
"单鞋","6914"
"果/菜/肉/混合泥","6916"
"婴童蚊帐","6917"
"美容小工具","6964"
"车载影音","6965"
"后备箱垫","6972"
"无线鼠标","6994"
"羽毛球拍","6995"
"宠物零食","6996"
"医疗保健","6997"
"家居日用","6998"
"宠物玩具","6999"
"出行装备","7000"
"LED灯带","7001"
"羽毛球服","7002"
"食物收纳盒","7003"
"太阳镜","7004"
"猫狗妙鲜包","7005"
"肉类零食","7006"
"磨牙/洁齿","7007"
"发育补钙","7011"
"护肤美毛","7012"
"肠胃调理","7013"
"奶粉","7015"
"宠物驱虫","7016"
"猫狗窝","7017"
"猫狗厕所","7019"
"猫砂/尿布","7020"
"清洁除味","7021"
"笼子/围栏","7022"
"水族世界","7023"
"毛绒.绳结","7024"
"服饰","7030"
"无纺布墙纸","7035"
"美容电器","7039"
"棉衣","7052"
"孕妈奶粉","7054"
"唇彩/唇蜜","7057"
"成人尿裤","7058"
"猕猴桃干","7060"
"水壶/水杯","7061"
"文胸/内裤","7062"
"健身架","7063"
"国际机票","7072"
"酒店 预定","7076"
"国内酒店","7086"
"旅游度假","7089"
"出境旅游","7095"
"本册/便签","7371"
"财会用品","7372"
"冰贴","7373"
"安防监控","7374"
"会议音频视频","7375"
"艺人周边","9100"
"影视/娱乐节目同款","9102"
"手包","9105"
"周边产品","9110"
"鱼粮/小宠","9173"
"战术靴/飞行靴/沙漠靴","9186"
"钱包","9187"
"升降桌","9188"
"厨房龙头","9190"
"卫衣/绒衫","9191"
"乳房冷热敷","9192"
"烘焙用纸","9193"
"数字电视机顶盒","9194"
"焗油帽/机","9195"
"烧烤盘","9196"
"运动户外风衣","9197"
"防护面具","9200"
"活性炭/竹炭包","9201"
"锌","9202"
"男士BB霜","9203"
"丹参","9207"
"Segway/思维车","9208"
"左旋肉碱","9214"
"切割机","9216"
"冬虫夏草","9229"
"人参/西洋参","9230"
"轮胎","9248"
"电炖锅","9249"
"手巾/手帕","9265"
"浴盆","9266"
"心理疏导","9268"
"养育男孩","9269"
"养育女孩","9270"
"地球仪","9271"
"挂图/折叠图","9272"
"中国地图","9273"
"国家/区域地理地图","9277"
"灯暖式浴霸","9278"
"腰靠","9279"
"烘焙甜品","9280"
"电动车挡风被","9281"
"茶酒饮品","9282"
"充气床","9286"
"日韩料理","9287"
"西餐","9288"
"时尚/美妆","9291"
"美容护肤","9292"
"彩妆/美发/美甲","9293"
"时尚生活","9299"
"家居","9301"
"家装家饰","9302"
"宠物","9305"
"爱车一族","9306"
"生活指南","9307"
"婚恋与两性","9309"
"恋爱","9310"
"两性关系","9312"
"大豆分离蛋白","9314"
"手工DIY","9315"
"混合蛋白","9316"
"心理测试","9318"
"休闲游戏","9319"
"宗教普及读物","9321"
"佛教研究著作","9324"
"佛教名家作品","9326"
"基督教","9328"
"教育","9337"
"语言文字","9339"
"科普读物","9340"
"科普图鉴","9341"
"地球科学","9342"
"数理化","9343"
"天文航天","9344"
"生物世界","9345"
"神秘现象","9346"
"科学史话","9347"
"百科知识","9349"
"儿童科普","9350"
"农业/林业","9368"
"园艺","9375"
"游戏","9394"
"面条/粥","9399"
"成人用纸尿护理用品","9434"
"白酒","9435"
"黄酒/养生酒","9436"
"布艺沙发","9437"
"足球服","9438"
"啤酒","9439"
"真皮皮衣","9707"
"电源转换器","9713"
"传统糕点","9716"
"平板拖把","9717"
"苹果专用音箱","9719"
"洗衣粉","9720"
"淡疤护理","9722"
"钙","9724"
"羊绒衫","9726"
"夹克","9730"
"餐垫","9733"
"彩泥/橡皮泥","9735"
"牙刷/口腔清洁工具","9736"
"大码男装","9739"
"中老年男装","9740"
"大豆异黄酮","9743"
"耳勺/发光耳勺","9744"
"组合书柜","9748"
"耳机/耳麦","9755"
"其它","9756"
"蒸格","9759"
"户外床/折叠床","9760"
"BB霜","9765"
"棉裤","9766"
"家私护理日化品","9767"
"运动包","9768"
"电动车头盔","9772"
"男士爽肤水","9775"
"帆布鞋","9783"
"擦窗机器人","9789"
"山核桃","9790"
"棒球帽","9792"
"夹克/皮衣","9847"
"披风/斗篷","9848"
"首饰盒","9849"
"餐厅家具","9850"
"情趣套装","9851"
"其他收纳篮","9852"
"痰盂","9853"
"商业办公","9854"
"火锅","9855"
"蟹八件","9856"
"运动壶/旅行壶","9857"
"五金工具","9858"
"体重秤/健康秤","9859"
"墙地面材料","9860"
"营地灯/帐篷灯","9861"
"装修服务","9862"
"膨化食品","9863"
"综合训练鞋/室内健身鞋","9864"
"床头柜","9865"
"简易衣柜","9866"
"梳妆台/凳","9868"
"膳食纤维/果蔬纤维","9870"
"沙发床","9871"
"其他收纳盒","9872"
"电视柜","9873"
"鞋柜","9876"
"餐桌","9877"
"餐椅/吧台椅","9880"
"男用调情香水","9881"
"电脑椅","9882"
"空调防尘罩","9883"
"儿童学习桌/椅","9884"
"鞋架/衣帽架","9885"
"储物/收纳用品","9886"
"层架/置物架","9888"
"晒衣架/烫衣板","9889"
"花架/装饰架","9890"
"家用梯","9891"
"卷纸器/纸巾架","9892"
"节能灯","9899"
"装饰灯","9900"
"手电筒/应急灯","9902"
"LED灯","9903"
"电力猫","9904"
"吊灯","9906"
"运动毛衣/线衫","9907"
"厨卫五金/挂件","9908"
"龙头","9909"
"夹子","9910"
"浴室柜","9911"
"水槽","9913"
"戒指/指环","9914"
"橱柜","9915"
"保暖棉衣","9918"
"锁具","9919"
"家用五金","9920"
"手动工具","9921"
"电动工具","9922"
"测量工具","9923"
"工具箱/包/车","9925"
"露营/旅游/登山帐篷","9926"
"配电箱/断路器","9928"
"油漆/涂料","9931"
"壁纸","9932"
"瓷砖","9933"
"门","9939"
"装修设计","9943"
"装修施工","9944"
"局部改造","9947"
"经部","9949"
"史部","9950"
"子部","9951"
"集部","9952"
"国学名家","9954"
"安全预警仪","9959"
"底盘装甲/护板","9964"
"蓄电池","9971"
"摩托车装备","9985"
"香水","9987"
"芡实","10009"
"轻小说","10828"
"机身附件","10971"
"通用脚垫","10975"
"休闲椅/凳","11142"
"鹅肉类","11143"
"羽毛球鞋","11148"
"其它运动鞋","11149"
"藕粉","11150"
"咖啡具","11155"
"氨基葡萄糖","11158"
"桌布/罩件","11159"
"毛衣/针织衫","11160"
"沙发垫套/椅垫","11161"
"装饰字画","11163"
"节庆饰品","11164"
"装饰摆件","11166"
"保暖防护","11167"
"公道杯","11221"
"食糖","11222"
"纤体绷带","11223"
"棉签","11224"
"篮球服","11225"
"皮鞋","11227"
"礼服/演出服","11228"
"有线鼠标","11229"
"皮鞋/帆布鞋","11230"
"音频线/数据线","11232"
"婴儿内衣","11234"
"水饺/馄饨","11235"
"防霉防蛀","11238"
"便携/无线音响","11301"
"SSD固态硬盘","11303"
"靴子/雪地靴","11304"
"洁瓷剂","11390"
"浴刷","11392"
"管道疏通剂","11393"
"定制窗帘","11398"
"文房用品/文具","11400"
"书法/绘画","11402"
"其他","11411"
"模型手办","11423"
"毛绒系列","11424"
"阴影","11427"
"影视/动漫衍生饰品","11429"
"Cosplay","11430"
"影视/动漫游戏玩具","11431"
"早教益智","11440"
"拼插/拼图","11442"
"西服","11729"
"四轮推车","11730"
"三角巾","11731"
"荧光笔","11745"
"文房四宝","11746"
"油画棒","11747"
"纸品/印刷制品","11748"
"教学/展示用品","11750"
"字画","11751"
"婴儿皂类","11752"
"文体/棋牌","11753"
"动漫周边","11754"
"游戏/模型","11755"
"电教/儿童教育","11756"
"文玩/工艺品","11758"
"其他文化用品","11759"
"鱿鱼系列","11762"
"碳酸饮料","11842"
"户外/运动服","11843"
"外套/风衣","11849"
"力量训练器械(综合型)","11850"
"滤清器","11852"
"刹车片/盘","11859"
"抓绒/软壳衣","11867"
"蔬果干","11875"
"清洁剂","11878"
"洗车配件","11880"
"按摩足疗机","11881"
"座套","11882"
"母子车/亲子车","11883"
"空气净化","11886"
"头枕腰靠","11887"
"挂件摆件","11888"
"浴帘杆","11889"
"自驾野营","11898"
"刨冰/碎冰/冰沙机","11922"
"护发","11923"
"染发","11924"
"造型","11925"
"USB加湿器","11928"
"奶粉储存盒","11932"
"鞋靴","11934"
"烘干机","11935"
"筒灯/射灯","11949"
"室外/庭院灯","11950"
"车身装饰件","11953"
"卷筒纸","11954"
"防盗设备","11955"
"接线板/排插","11958"
"涂刷辅料/胶类","11959"
"其它汽车维修/工具","11960"
"壁炉/壁挂炉/地暖","11961"
"老年代步车","11962"
"芝麻糊","11963"
"墙贴/装饰贴","11965"
"猴头菇提取物","11967"
"香薰蜡烛","11968"
"护理垫","11969"
"筒灯射灯","11971"
"衣柜","11972"
